Kateqoriya,Sual,Cavab
Gömrük ödənişləri,"Azərbaycan Respublikası və Türkiyə Respublikası arasında preferensial ticarət rejimi tətbiq olunan malların siyahısı, baza tarif dərəcələri, tarifin azaldılması dərəcələri və illik tarif kvotasının miqdarı hansı qanunvericiliyə uyğun olaraq tənzimlənir?","Azərbaycan Respublikası və Türkiyə Respublikası arasında preferensial ticarət rejimi tətbiq olunan malların siyahısı, baza tarif dərəcələri, tarifin azaldılması dərəcələri və illik tarif kvotasının miqdarı Azərbaycan Respublikası Hökuməti ilə Türkiyə Respublikası Hökuməti arasında Preferensial Ticarət Sazişinin təsdiq edilməsi haqqında 31 may 2020-ci il 115 nömrəli Azərbaycan Respublikası Qanununa əsasən tənzimlənir."
Gömrük ödənişləri,Azərbaycan Respublikasına idxal olunan hibrid mühərrikli nəqliyyat vasitələrinə gömrük ödənişləri ilə bağlı hansı azadolma nəzərdə tutulmuşdur?,Azərbaycan Respublikası Vergi Məcəlləsinin 164.1.41-1. bəndinə müvafiq olaraq istehsal tarixi 3 ildən və mühərrikinin həcmi 2500 kubsantimetrdən çox olmayan hibrid avtomobillərinin idxalı- 2022-ci il yanvarın 1-dən 3 il müddətinə əlavə dəyər vergisindən azaddır.
Gömrük ödənişləri,Diplomatik xidmət əməkdaşları tərəfindən ölkə ərazisinə gətirilən avtonəqliyyat vasitələri hansı meyarlara cavab verdiyi təqdirdə gömrük ödənişlərinə cəlb edilmir?,"İki ildən az olmayaraq Azərbaycan Respublikasının diplomatik nümayəndəliklərində və konsulluqlarında xidmət etmiş Azərbaycan Respublikasının diplomatik xidmət əməkdaşları və diplomatik xidmət orqanlarının inzibati-texniki xidmətini həyata keçirən şəxslər, Azərbaycan Respublikasının xarici ölkələrdə və beynəlxalq təşkilatlarda fəaliyyət göstərən diplomatik nümayəndəliklərinin və konsulluqlarının mühafizəsini həyata keçirən hərbi qulluqçular tərəfindən müvafiq olaraq Azərbaycan Respublikasının Xarici İşlər Nazirliyi və xarici ölkələrdə və beynəlxalq təşkilatlarda fəaliyyət göstərən diplomatik nümayəndəliklərinin və konsulluqlarının mühafizəsini həyata keçirən dövlət orqanı tərəfindən xarici ölkəyə ezam olunmuş əməkdaşın təyinat və geri çağırılma əmrlərinin təsdiq olunmuş surətləri gömrük orqanına təqdim edilməklə, onların xaricdə işlədikləri dövrdə əldə etdikləri vəsaitin və əmlakın, o cümlədən ümumi gömrük dəyəri 40 000 ABŞ dollarının ekvivalenti məbləğindən və mühərrikin həcmi 3000 kubsantimetrdən artıq olmayan bir ədəd avtonəqliyyat vasitəsinin (avtonəqliyyat vasitəsinin dəyərinin ödənilməsi haqqında sənəd, avtonəqliyyat vasitəsinin bir il müddətində özgəninkiləşdirilməməklə sahibliyi, həmçinin avtonəqliyyat vasitəsini idarə etmək hüququ istisna olmaqla üzərində digər sərəncam verməmək barədə avtonəqliyyat vasitəsi sahibinin öhdəliyinə dair sənəd təqdim olunmaqla) gömrük ərazisinə gətirilməsinə görə gömrük ödənişləri tutulmur."
Gömrük ödənişləri,Malların gömrük ödənişləri üzrə güzəştlər verilərək şərti buraxılışı dedikdə nə nəzərdə tutulur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 24 dekabr 2012-ci il tarixli 317 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ödənişləri üzrə güzəştlər verilərək şərti buraxılmış mallar barəsində sərəncam verilməsi Qaydası”nın 1.2-ci bəndinə əsasən mallardan və nəqliyyat vasitələrindən istifadə və onlar barəsində sərəncam verilməsinə dair məhdudiyyətlərə, tələblərə və şərtlərə riayət edəcəyi haqqında şəxsin öhdəlikləri ilə müşayiət olunan buraxılış şərti buraxılışdır."
Rüsumlar,Azərbaycan Respublikasının ərazisinə daxil olan beynəlxalq daşımalarda iştirak edən xarici dövlətlərə mənsub avtonəqliyyat vasitələri yanacaq baklarında qanunvericilikdə nəzərdə tutulandan artıq yanacaq keçirdikdə nə qədər rüsum ödənilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 13 avqust 1997-ci il tarixli 90 nömrəli Qərarı ilə təsdiq edilmiş “Beynəlxalq daşımalarda iştirak edən xarici dövlətlərə mənsub avtonəqliyyat vasitələrinin Azərbaycan Respublikası ərazisində hərəkətinin tənzimlənməsi haqqında” qərarına müvafiq olaraq Azərbaycan Respublikasının ərazisinə daxil olarkən qanunvericilikdə nəzərdə tutulandan artıq (200 litr) yanacaq keçirdikdə, hər bir litr artıq benzin üçün 0,3 ABŞ dolları məbləğində, hər bir artıq dizel yanacağı üçün isə 0,2 ABŞ dolları məbləğində gömrük rüsumu sərhəd-nəzarət buraxılış məntəqələrindəki gömrük orqanlarına ödənilir."
Rüsumlar,Gömrük borcu üzrə ödənilmiş gömrük rüsumu hansı hallarda şəxsə geri qaytarılır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 18 fevral 2013-cü il tarixli 25 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ödənişlərinin qaytarılması Qaydaları”nın təsdiq edilməsi haqqında qərarın 2.1-ci bəndinə müvafiq olaraq, gömrük borcu üzrə ödənilmiş gömrük rüsumu aşağıdakı hallarda şəxsə geri qaytarılır: - Mallar qüsurlu olduqda; - Gömrük ödənişlərinin məbləği hesablanarkən səhvə yol verildikdə; -“Antidempinq, kompensasiya və mühafizə tədbirləri haqqında” Azərbaycan Respublikasının Qanununda nəzərdə tutulan hallarda."
Rüsumlar,Azərbaycan Respublikası idxal-ixrac rüsumlarından azadolma sertifikatı üçün tələb olunan sənədlərin siyahısı hansı qanunvericilik aktı ilə tənzimlənir?,İdxal-ixrac rüsumlarından azadolma sertifikatı üçün tələb olunan sənədlərin siyahısı Azərbaycan Respublikası idxal-ixrac rüsumlarından azad olma rüsumları və vergiləri haqqında protokol ilə tənzimlənir.
Rüsumlar,Gömrük rüsumu dərəcələrinin hansı növləri tətbiq edilir?,Azərbaycan Respublikasının “Gömrük tarifi haqqında” 13 iyun 2013-cü il tarixli 687 nömrəli Qanununun 4-cü maddəsinə əsasən Azərbaycan Respublikasında gömrük rüsumu dərəcələrinin aşağıdakı növləri tətbiq edilir: advalor - malların gömrük dəyərinə nisbətən faizlə hesablanan; spesifik - mal vahidinə görə müəyyən olunmuş məbləğlə hesablanan; kombinə edilmiş - yuxarıda göstərilən hər iki növün birləşdirilməsi yolu ilə hesablanan
Rüsumlar,Azərbaycan Respublikası ərazisindən üçüncü ölkəyə və üçüncü ölkədən Azərbaycan Respublikası ərazisinə daşımalar üçün beynəlxalq avtomobil daşımalarını tənzimləyən icazənin verilməsinə görə alınan dövlət rüsumunun məbləği nə qədərdir?,Azərbaycan Respublikasının “Dövlət rüsumu haqqında” 4 dekabr 2001-ci il tarixli 223-II nömrəli Qanunun 24.3-cü bəndinə müvafiq olaraq üçüncü ölkəyə və üçüncü ölkədən daşımalar üçün hər bir icazəyə görə 600 ABŞ dolları məbləğində dövlət rüsumu alınır.
Yol vergisi,Ağır çəkili avtonəqliyyat vasitələri ilə yüklərin daşınmasına görə hansı məbləğdə yol vergisi hesablanır?,"Azərbaycan Respublikası Vergi Məcəlləsinin 211.2-ci bəndinə müvafiq olaraq bu Məcəllənin 211.1.3-cü maddəsində göstərilən verginin məbləği ağır çəkili avtonəqliyyat vasitələri ilə yüklərin daşınmasına görə Azərbaycan Respublikasının ərazisində qət edilən yolun hər kilometri üçün aşağıdakı qədər artırılır: nəqliyyat vasitələrinin yüklə birlikdə ümumi çəkisi: • 41 tondan 51 tonadək olduqda - 0,30 ABŞ dolları; • 51 tondan 61 tonadək olduqda - 0,45 ABŞ dolları; • 61 tondan 71 tonadək olduqda - 0,60 ABŞ dolları; • 71 tondan 81 tonadək olduqda - 0,75 ABŞ dolları; • 81 tondan çox olduqda - 1,8 ABŞ dolları."
Yol vergisi,Avtonəqliyyat vasitələri hansı hallarda yol vergisinə cəlb olunur?,Azərbaycan Respublikası Vergi Məcəlləsinin 210-cu maddəsinə əsasən xarici dövlətlərin avtonəqliyyat vasitələri Azərbaycan Respublikasının ərazisinə daxil olan və Azərbaycan Respublikasının ərazisini tərk edən zaman yol vergisinə cəlb olunur.
Yığımlar,"Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsi zamanı gömrük borcu yarandığı halda təqdim edilən sadələşdirilmiş bəyannamələrin rəsmiləşdirilməsinə görə alınan gömrük yığımlarının məbləği nə qədərdir?","Azərbaycan Respublikası Nazirlər Kabinetinin “Gömrük yığımlarının məbləğləri”nin təsdiq edilməsi barədə 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 2.5-ci bəndinə müvafiq olaraq fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsi zamanı gömrük borcu yarandığı halda təqdim edilən sadələşdirilmiş bəyannamələrin rəsmiləşdirilməsi üçün 10 manat məbləğində gömrük yığımı alınır."
Yığımlar,Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə ixtisas attestatının verilməsinə görə gömrük yığımlarının məbləği nə qədərdir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 7-ci bəndinə əsasən, Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə ixtisas attestatının verilməsinə görə aşağıdakı məbləğdə gömrük yığımları alınır: 1. Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə ixtisas attestatının verilməsinə görə - 100 manat; 2. Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə verilmiş ixtisas attestatlarının fəaliyyətinin bərpa edilməsinə görə - 150 manat; 3. Gömrük rəsmiləşdirilməsi üzrə mütəxəssislərə ixtisas attestatının dublikatının verilməsinə görə - 30 manat."
Yığımlar,Malların gömrük rəsmiləşdirilməsinə görə alınan gömrük yığımlarının məbləği nə qədərdir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 2-ci bəndinə əsasən malların gömrük rəsmiləşdirilməsinə görə aşağıdakı məbləğdə gömrük yığımları alınır: gömrük dəyəri 1 000 manatadək olduqda 15 manat; gömrük dəyəri 1 000 manatdan yuxarı və 10 000 manatadək olduqda 60 manat; gömrük dəyəri 10 000 manatdan yuxarı və 50 000 manatadək olduqda 120 manat; gömrük dəyəri 50 000 manatdan yuxarı və 100 000 manatadək olduqda 200 manat; gömrük dəyəri 100 000 manatdan yuxarı və 500 000 manatadək olduqda 300 manat; gömrük dəyəri 500 000 manatdan yuxarı və 1 000 000 manatadək olduqda 600 manat; gömrük dəyəri 1 000 000 manatdan yuxarı olduqda 1 000 manat məbləğində gömrük yığımı alınır. Əlavə olaraq məlumat üçün bildiririk ki, həmin qərarın 1.4-cü bəndinə müvafiq olaraq, mallara və nəqliyyat vasitələrinə gömrük nəzarəti gömrük orqanlarının iş vaxtından kənar saatlarda və ya iş yerindən kənarda həyata keçirildikdə, eyni qərarın 1.3.1-ci yarımbəndində qeyd olunan gömrük nəzarətinin həyata keçirilməsi ilə bağlı gömrük yığımları ikiqat məbləğdə alınır."
Yığımlar,"Azərbaycan Respublikasının gömrük ərazisinə gətirilən, o cümlədən müvəqqəti gətirilən nəqliyyat vasitələrinin qeydə alınması üçün vəsiqə verilməsinə görə hansı məbləğdə gömrük yığımları alınır?","Azərbaycan Respublikası Nazirlər Kabinetinin “Gömrük yığımlarının məbləğləri”nin təsdiq edilməsi barədə 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 2.6-cı bəndinə müvafiq olaraq nəqliyyat vasitələrinin qeydə alınması üçün vəsiqə verilməsinə görə aşağıdakı məbləğdə gömrük yığımları alınır: - yük və minik avtomobilləri, mikroavtobus və avtobuslar üçün - 30 manat - digər avtonəqliyyat vasitələri üçün - 25 manat."
Yığımlar,Malların saxlancına görə gömrük yığımları alınırmı?,"Azərbaycan Respublikası Nazirlər Kabinetinin “Gömrük yığımlarının məbləğləri”nin təsdiq edilməsi barədə 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 6-cı maddəsinə müvafiq olaraq malların saxlancına görə aşağıdakı məbləğdə gömrük yığımları alınır: - xüsusi saxlanc şəraitini tələb etməyən hər 100 kiloqram (brutto çəki) malların 24 saat ərzində saxlanılmasına görə - 0,2 manat; - xüsusi saxlanc şəraitini tələb edən hər 100 kiloqram (brutto çəki) malların xüsusi avadanlıqla təchiz edilmiş anbarlarda 24 saat ərzində saxlanılmasına görə - 0,5 manat."
Yığımlar,GPS xidməti vasitəsilə gömrük müşayiətinin aparılmasına görə alınan gömrük yığımlarının məbləği nə qədərdir?,"Azərbaycan Respublikası Nazirlər Kabinetinin “Gömrük yığımlarının məbləğləri”nin təsdiq edilməsi barədə 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 5.1.2-ci bəndinə müvafiq olaraq stasionar GPS qurğusu olmayan nəqliyyat vasitələrinə elektron qıfıllar (GPS qurğuları) quraşdırılaraq, GPS xidməti vasitəsi ilə gömrük müşayiətinin aparılmasına görə (hər 24 saat üçün) 10 manat məbləğındə gömrük yığımı alınır."
Yığımlar,Hansı hallarda malların gömrük rəsmiləşdirilməsinə görə gömrük yığımları alınmır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 2.7-ci yarımbəndinə əsasən aşağıdakı hallarda malların gömrük rəsmiləşdirilməsinə görə gömrük yığımları alınmır: - Azərbaycan Respublikasının Gömrük Məcəlləsi və Azərbaycan Respublikası Nazirlər Kabinetinin 2013-cü il 14 oktyabr tarixli 305 nömrəli qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş Qaydaları” ilə gömrük ödənişlərindən azadolma tətbiq edildiyi hallarda; - elektrik enerjisinin qarşılıqlı ötürülməsi hallarında; - qrant müqaviləsi (qərarı) əsasında xaricdən alınan qrantlar hesabına malların idxalı və qrant müqaviləsi (qərarı) əsasında qrantlar hesabına malların xaricə ixracı hallarında; - humanitar və texniki yardım məqsədi ilə gömrük sərhədindən keçirilən malların gömrük rəsmiləşdirilməsi zamanı."
Yığımlar,Bankların və bank olmayan kredit təşkilatlarının Azərbaycan Respublikası Dövlət Gömrük Komitəsinin reyestrinə daxil edilməsinə görə alınan gömrük yığımlarının məbləği nə qədərdir?,Azərbaycan Respublikası Nazirlər Kabinetinin “Gömrük yığımlarının məbləğləri”nin təsdiq edilməsi barədə 26 aprel 2016-cı il tarixli 168 nömrəli Qərarının 8.1-ci bəndinə müvafiq olaraq bankların və bank olmayan kredit təşkilatlarının Azərbaycan Respublikası Dövlət Gömrük Komitəsinin reyestrinə daxil edilməsinə görə - 2.000 manat məbləğində gömrük yığımı alınır.
ƏDV,Gömrük borcu üzrə ödənilmiş gömrük rüsumu hansı hallarda şəxsə geri qaytarılır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 18 fevral 2013-cü il tarixli 25 nömrəli Qərarı ilə təsdiq edilmiş “Gömrük ödənişlərinin qaytarılması Qaydaları”nın təsdiq edilməsi haqqında qərarın 2.1-ci bəndinə müvafiq olaraq, gömrük borcu üzrə ödənilmiş gömrük rüsumu aşağıdakı hallarda şəxsə geri qaytarılır: - Mallar qüsurlu olduqda; - Gömrük ödənişlərinin məbləği hesablanarkən səhvə yol verildikdə; -“Antidempinq, kompensasiya və mühafizə tədbirləri haqqında” Azərbaycan Respublikasının Qanununda nəzərdə tutulan hallarda."
ƏDV,ƏDV üzrə gömrük borcu necə hesablanır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 7 may 2012-ci il tarixli 96 nömrəli Qərarı ilə təsdiq olunmuş “Əlavə dəyər vergisi üzrə gömrük borcunun məbləğinin hesablanması Qaydası”nın 3.3-cü bəndinə müvafiq olaraq malların gömrük rəsmiləşdirilməsi zamanı müəyyən edilmiş gömrük dəyərini «D», aksiz vergisini «A», gömrük rüsumlarını «R», qüvvədə olan vergi dərəcəsini isə «V» hərfi ilə işarə etsək, onda ƏDV-nin məbləği aşağıdakı qaydada hesablanacaqdır: ƏDV = (D + A + R) x V/100"
